"Restaurant","Food Category","Item_Name","Item Description 2015","Servings Per Item 2015","Serving Size 2015","Serving Size Unit 2015","Servings Size Text 2015","Calories 2015","Total Fat (g) 2015","Carbohydrates (g) 2015","Sugar (g) 2015","Protein (g) 2015",Menu_Item_ID
Subway,Sandwiches,"Turkey Breast, 6 in","Turkey Breast on 9 Grain Wheat Bread w/ Cucumber, Green Peppers, Lettuce, Red Onions & Tomatoes w/out Cheese or Sauce, All Sandwiches, Fresh Fit Choice, Simple $6 Menu, Low Fat Sandwiches, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,217,g,,280,"	3.5",46,7,18,702
Subway,Sandwiches,"Turkey Breast, Footlong","Turkey Breast w/ Lettuce, Tomatoes, Banana Peppers or Jalapenos, All Sandwiches, Footlong",,434,g,,560,7,92,14,36,714
Subway,Sandwiches,"Turkey Breast, Kids","Turkey Breast on Mini Wheat t w/ Lettuce, Tomatoes, Green Peppers, Red Onions & Cucumbers w/out Cheese or Sauce, Kids Meal, Fresh Fit For Kids; Choice of Adding Apple Slices & Milk",,135,g,,180,2,30,5,10,23933
Subway,Sandwiches,"Turkey, Egg & Cheese Omelet on Flatbread, 6 in","Turkey, Egg & Cheese Omelet on Flatbread w/ Regular Egg, Breakfast & Pizza, 6 in",,211,g,,400,15,43,4,23,102308
Subway,Sandwiches,"Turkey, Egg & Cheese, 6 in","Turkey, Egg & Cheese on 9 Grain Wheat Bread w/ Regular Egg, 6 in Omelet Sandwiches, Breakfast, 6 in",,203,g,,390,13,45,6,24,102306
Subway,Sandwiches,"Turkey, Egg White & Cheese Omelet Sandwich, 6 in","Turkey, Egg White & Cheese Omelet Sandwich on 9 Grain Wheat Bread w/ Egg White, 6 in Omelet Sandwich, Breakfast, 6 in",,203,g,,350,8,45,5,24,102304
Subway,Sandwiches,"Turkey, Egg White & Cheese Omelete on Flatbread, 6 in","Turkey, Egg White & Cheese Omelete on Flatbread, Breakfast & Pizza, 6 in",,211,g,,360,11,43,2,23,102307
Subway,Sandwiches,"Veggie Delite, 6 in","Veggie Delite on 9 Grain Wheat Bread w/ Cucumbers, Green Peppers, Lettuce, Red Onions, Red Onions & Tomatoes w/out Cheese or Sauce, All Sandwiches, Fresh Fit Choice, Low Fat Sandwiches, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,160,g,,230,"	2.5",44,6,8,833
Subway,Sandwiches,"Veggie Delite, Footlong","Veggie Delite w/ Lettuce, Tomatoes, Green Peppers, Cucumbers & Onions, All Sandwiches, Footlong; Choice of Adding: Fat Free Condiments",,320,g,,460,5,88,12,16,834
Subway,Sandwiches,"Veggie Delite, Kids","Veggie Delite on Mini Wheat w/ Lettuce, Tomatoes, Green Peppers, Red Onions & Cucumbers w/out Cheese or Sauce, Kids Meal, Fresh Fit For Kids; Choice of Adding Apple Slices & Milk",,107,g,,150,"	1.5",29,4,6,23934
Subway,Sandwiches,"Veggie Patty, 6""","Veggie Patty on 9 Grain Wheat Bread w/ Lettuce, Tomatoes, Onions, Green Peppers & Cucumbers, 6 in Limited Time Offer, Regional Subs, Sandwiches, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,247,g,,390,7,56,8,23,27759
Subway,Soup,"Beef Chili","Beef Chili, Soup, Bowl, 8 oz",,227,g*,,350,24,17,7,15,64276
Subway,Soup,"Black Bean Soup, 8 oz","Black Bean Soup, Soup, Bowl, 8 oz",,227,g*,,210,0,37,6,12,102310
Subway,Soup,"Chicken & Dumpling, 8 oz","Chicken & Dumpling, Soup, Bowl, 8 oz",,227,g*,,150,"	4.5",20,3,8,34534
Subway,Soup,"Chicken Noodle, 8 oz","Chicken Noodle, Soup, Bowl, 8 oz",,227,g*,,110,3,14,2,8,34535
Subway,Soup,"Clam Chowder, 8 oz","Clam Chowder, Soup, Bowl, 8 oz",,227,g*,,200,11,20,3,5,34547
Subway,Soup,"Creamy Broccoli & Cheese, 8 oz","Creamy Broccoli & Cheese, Soup, Bowl, 8 oz",,227,g*,,160,10,12,1,6,34543
Subway,Soup,"Creamy Chicken & Wild Rice, 8 oz","Creamy Chicken & Wild Rice, Soup, Bowl, 8 oz, also Called Cream Wild & Brown Rice",,227,g*,,180,10,16,4,6,102309
Subway,Soup,"Green Chili & Tomato, 8 oz","Green Chili & Tomato, Soup, Bowl, 8 oz",,227,g*,,90,2,14,5,2,64274
Subway,Soup,"Loaded Baked Potato, 8 oz","Loaded Baked Potato, Soup, Bowl, 8 oz",,227,g*,,210,13,15,4,5,34545
Subway,Soup,"Minestrone, 8 oz","Minestrone, Soup, Bowl, 8 oz",,227,g*,,90,"	0.5",17,4,4,34546
Subway,Soup,"Poblano Corn Chowder, 8 oz","Poblano Corn Chowder, Soup, Bowl, 8 oz",,227,g*,,150,7,18,7,5,64275
Subway,Soup,"Thai Coconut Soup","Thai Coconut Soup, Soup, Bowl, 8 oz",,227,g*,,210,13,17,7,5,102311
Subway,Soup,"Tomato Basil","Tomato Basil, Soup, Bowl, 8 oz",,227,g*,,140,7,15,8,5,102312
Subway,Soup,"Vegetable Beef, 8 oz","Vegetable Beef, Soup, Bowl, 8 oz",,227,g*,,90,2,15,3,4,34552
