"Restaurant","Food Category","Item_Name","Item Description 2015","Servings Per Item 2015","Serving Size 2015","Serving Size Unit 2015","Servings Size Text 2015","Calories 2015","Total Fat (g) 2015","Carbohydrates (g) 2015","Sugar (g) 2015","Protein (g) 2015",Menu_Item_ID
"Panera Bread",Sandwiches,"Whole Chipotle Chicken w/ Bacon on French Miche","Whole Chipotle Chicken w/ Bacon on French Miche w/ Black Pepper, Salt, Fresh Tomatoes, Smoked Cheddar Cheese, Reduced Fat Ancho Chipotle Spread, All Natural Antibiotic Free Citrus & Pepper Chicken & Applewood Smoked Bacon, Whole Sandwiches, Sandwiches",,"	-"," ","Whole Panini",840,38,72,6,53,408
"Panera Bread",Sandwiches,"Whole Classic Grilled Cheese","Whole Classic Grilled Cheese w/ Organic Sliced American Cheese & All Natural White Bread, Sandwiches",,"	-"," ",,580,19,74,6,26,32199
"Panera Bread",Sandwiches,"Whole Fontina Grilled Cheese","Whole Fontina Grilled Cheese w/ Vermont White Cheddar, Fontina, Reduced Fat Chive & Onion Cream Cheese Spread, Four Cheese Italian Blend & Thick Sliced All Natural White, Sandwiches",,"	-"," ",,850,42,75,4,41,62715
"Panera Bread",Sandwiches,"Whole Frontega Chicken on Focaccia","Whole Frontega Chicken on Focaccia w/ Fresh Basil, Red Onions, Fresh Tomatoes, Sliced Mozzarella, Chipotle Mayonnaise Spread & Smoked Pulled Chicken, Whole Sandwiches, Sandwiches",,"	-"," ","Whole Panini",780,30,84,8,45,20673
"Panera Bread",Sandwiches,"Whole Italian Combo Sandwich","Whole Italian Combo Sandwich w/ Seared Steak, Smoked Turkey Breast, Lean Ham, Salami, Swiss, Pepperoncini, Lettuce, Tomatoes, Red Onions, Special Sauce & Ciabatta, Sandwiches, Paninis & Sandwiches",,"	-"," ",,980,41,97,8,57,62711
"Panera Bread",Sandwiches,"Whole Mediterranean Veggie Sandwich","Whole Mediterranean Veggie Sandwich w/ Zesty Peppadew Piquant Peppers, Feta, Cucumbers, Lettuce, Tomatoes, Red Onions, Cilantro Jalapeno Hummus & Tomato Basil, Sandwiches, Paninis & Sandwiches",,"	-"," ",,570,12,94,10,20,810
"Panera Bread",Sandwiches,"Whole Napa Almond Chicken Salad Sandwich","Whole Napa Almond Chicken Salad Sandwich w/ Antibiotic Free Chicken, Diced Celery, Seedless Grapes, Almonds, Special Dressing, Lettuce, Tomatoes & Sesame Semolina, Sandwiches",,"	-"," ",,690,24,92,12,30,786
"Panera Bread",Sandwiches,"Whole Roasted Turkey & Avocado BLT on Sourdough","Whole Roasted Turkey & Avocado BLT on Sourdough Extra Large Loaf w/ Black Pepper, Avocado, Green Leaf Lettuce, Salt, Fresh Tomatoes, Applewood Smoked Bacon, Reduced Fat Mayonnaise Made w/ Olive Oil & Roasted Turkey Breast, Whole Sandwiches, Sandwiches",,"	-"," ","Whole Sandwich",510,19,48,3,37,32118
"Panera Bread",Sandwiches,"Whole Sierra Turkey Sandwich","Whole Sierra Turkey Sandwich w/ Smoked Turkey Breast, Field Greens, Red Onions, Chipotle Mayo & Asiago Cheese Focaccia, Sandwiches",,"	-"," ",,770,33,79,6,40,671
"Panera Bread",Sandwiches,"Whole Smoked Ham & Swiss Sandwich","Whole Smoked Ham & Swiss Sandwich w/ Smoked Lean Ham, Swiss, Lettuce, Tomatoes, Red Onions, Salt, Pepper & Rye, Sandwiches",,"	-"," ",,590,18,67,6,42,667
"Panera Bread",Sandwiches,"Whole Smoked Turkey Sandwich","Whole Smoked Turkey Sandwich w/ Smoked Turkey Breast, Lettuce, Tomatoes, Red Onions, Salt, Pepper & Country Bread, Sandwiches, also called Smoked Turkey Breast Sandwich",,"	-"," ",,430,"	3.5",67,5,33,663
"Panera Bread",Sandwiches,"Whole Smokehouse Turkey w/ Bacon on Three Cheese Miche","Whole Smokehouse Turkey w/ Bacon on Three Cheese Miche w/ Ale Mustard Sauce, Smoked Cheddar Cheese, Applewood Smoked Bacon & Smoked Turkey Breast, Whole Sandwiches, Sandwiches",,"	-"," ","Whole Panini",720,27,68,8,53,668
"Panera Bread",Sandwiches,"Whole Tomato & Mozzarella on Ciabatta","	Whole Tomato & Mozzarella on Ciabatta w/ Black Pepper, Fresh Basil, Salt, Fresh Tomatoes, Fresh Mozzarella, Roasted Tomatoes, Ciabatta & Sun-Dried Tomato Pesto, Whole Sandwiches, Panini, Panini & Sandwiches",,"	-"," ","Whole Panini",860,32,110,10,32,811
"Panera Bread",Sandwiches,"Whole Tuna Salad Sandwich","Whole Tuna Salad Sandwich w/ Special Recipe Tuna Salad, Lettuce, Tomatoes, Red Onions, Salt, Pepper & Honey Wheat, Sandwiches",,"	-"," ",,510,16,64,12,28,787
"Panera Bread",Soup,"All Natural Low Fat Chicken Noodle Soup, Bowl","All Natural Low Fat Chicken Noodle Soup w/ Fresh Vegetables, Tender All White Meat Chicken Breast, Seasoned Chicken Broth & Traditional Egg Noodles, Bowl, Soups",,"	-"," ",,130,"	1.5",23,0,9,1467
"Panera Bread",Soup,"All Natural Low Fat Chicken Noodle Soup, Cup","All Natural Low Fat Chicken Noodle Soup, Cup, Cup of Soups & More, Kids, also called Kids Low Fat All Natural Chicken Noodle Soup; Choice in: You Pick Two, Kids & Adults Menu",,"	-"," ",,80,1,15,0,6,1466
"Panera Bread",Soup,"All Natural Turkey Chili w/ Beans, Cup","All Natural Turkey Chili w/ Beans, Cup, Cup of Soups & More, Kids, also called Kids All Natural Turkey Chili; Choice in: You Pick Two, Kids & Adults Menu",,"	-"," ",,190,8,22,6,14,62721
"Panera Bread",Soup,"All Natural Turkey Chili, Bowl","All Natural Turkey Chili w/ Ground & Pulled Dark Roasted Turkey, Garbanzo & Kidney Beans, Tomatillos, Corn, Pasilla Negro & Ancho Chili Powders, Cumin, Edamame, Garlic & Green Chilies, Diced Onions & Carrots, Bowl, Soups",,"	-"," ",,280,12,34,9,20,62720
"Panera Bread",Soup,"Baked Potato Soup, Bowl","Baked Potato Soup w/ Russet Potatoes, Select Seasonings, Smoked Bacon, Cream Sauce, Spring Onion & Chives, Bowl, Soups",,"	-"," ",,340,24,27,6,7,1452
"Panera Bread",Soup,"Baked Potato Soup, Cup","Baked Potato Soup w/ Russet Potatoes, Select Seasonings, Smoked Bacon, Cream Sauce, Spring Onion & Chives, Cup, Cup of Soups & More, Kids, also called Kids Baked Potato Soup; Choice in: You Pick Two, Kids & Adults Menu",,"	-"," ",,230,16,18,4,5,1453
"Panera Bread",Soup,"Bistro French Onion Soup, Bowl","Bistro French Onion Soup w/ Sweet Onions, Savory Broth, Classic Sherry Wine Vinegar Gastrique, Sea Salts, Gruyere & Asiago Croutons, Bowl, Soups",,"	-"," ",,320,15,34,14,12,32168
"Panera Bread",Soup,"Bistro French Onion Soup, Cup","Bistro French Onion Soup, Cup, Cup of Soups & More, Kids, also called Kids Bistro French Onion Soup; Choice in: You Pick Two",,"	-"," ",,200,9,21,9,8,32174
"Panera Bread",Soup,"Broccoli Cheddar Soup, Bowl","Broccoli Cheddar Soup w/ Chopped Broccoli, Shredded Carrots & Cheese Sauce, Bowl, Soups",,"	-"," ",,330,21,23,0,14,1455
"Panera Bread",Soup,"Broccoli Cheddar Soup, Cup","Broccoli Cheddar Soup, Cup, Cup of Soups & More, Kids, also called Kids Broccoli Cheddar Soup; Choice in: You Pick Two, Kids & Adults Menu",,"	-"," ",,220,14,15,0,9,1454
"Panera Bread",Soup,"Cream of Chicken & Wild Rice Soup, Bowl","Cream of Chicken & Wild Rice Soup w/ Long Grain & Wild Rice, Celery, Onions, Carrots, Diced Chicken, Chicken Broth, Cream & Herbs, Bowl, Soups",,"	-"," ",,310,20,24,8,9,1457
"Panera Bread",Soup,"Cream of Chicken & Wild Rice Soup, Cup","Cream of Chicken & Wild Rice Soup w/ Long Grain & Wild Rice, Celery, Onions, Carrots, Diced Chicken, Chicken Broth, Cream & Herbs, Cup, Cup of Soups & More, Kids, also called Kids Cream of Chicken & Wild Rice Soup; Choice in: You Pick Two, Kids & Adults Menu",,"	-"," ",,210,13,16,5,6,1456
"Panera Bread",Soup,"Low Fat Garden Vegetable Soup w/ Pesto, Cup","Low Fat Garden Vegetable Soup w/ Pesto, Cup, Cup of Soups & More, Kids, also called Kids Low Fat Garden Vegetable Soup w/ Pesto; Choice in: You Pick Two, Kids & Adults Menu",,"	-"," ",,90,"	3.5",16,4,3,27205
"Panera Bread",Soup,"Low Fat Vegetarian Black Bean Soup, Bowl","Low Fat Vegetarian Black Bean Soup w/ Black Beans, Spicy Vegetarian Broth, Onions, Red Pepper, Garlic & Cumin, Bowl, Soups",,"	-"," ",,230,"	3.5",42,2,17,1473
"Panera Bread",Soup,"Low Fat Vegetarian Black Bean Soup, Cup","Low Fat Vegetarian Black Bean Soup, Cup, Cup of Soups & More, Kids, also called Kids Low Fat Vegetarian Black Bean Soup; Choice in: You Pick Two, Kids & Adults Menu",,"	-"," ",,150,2,28,1,11,1472
"Panera Bread",Soup,"Low Fat Vegetarian Garden Vegetable Soup w/ Pesto, Bowl","Low Fat Vegetarian Garden Vegetable Soup w/ Pesto, Diced Tomatoes, Zucchini, Yellow Beans, Swiss Chard, Cauliflower, Bell Peppers, Pearled Barley & Tomato Broth, Bowl, Soups",,"	-"," ",,140,5,24,5,4,27204
"Panera Bread",Soup,"New England Clam Chowder, Bowl","New England Clam Chowder w/ Chopped Sea Clams, Diced Potato, Celery, Onions, Seasonings & Creamy Broth, Bowl, Soups",,"	-"," ",,720,62,31,2,9,1477
"Panera Bread",Soup,"New England Clam Chowder, Cup","New England Clam Chowder w/ Chopped Sea Clams, Diced Potato, Celery, Onions, Seasonings & Creamy Broth, Cup, Cup of Soups & More, Kids, also called Kids New England Clam Chowder; Choice in: You Pick Two, Kids & Adults Menu",,"	-"," ",,480,42,21,1,6,1476
"Panera Bread",Soup,"Vegetarian Creamy Tomato Soup, Bowl","Vegetarian Creamy Tomato Soup w/ Pureed Pear Tomatoes, Fresh Cream, Hints of Red Pepper & Oregano & Asiago Croutons, Bowl, Soups",,"	-"," ",,450,32,33,12,8,1459
"Panera Bread",Soup,"Vegetarian Creamy Tomato Soup, Cup","Vegetarian Creamy Tomato Soup, Cup, Cup of Soups & More, Kids, also called Kids Vegetarian Creamy Tomato Soup; Choice in: You Pick Two, Kids & Adults Menu",,"	-"," ",,330,23,26,8,6,1458
