Restaurant,Food Category,Item_Name,Item Description 2015,Servings Per Item 2015,Serving Size 2015,Serving Size Unit 2015,Servings Size Text 2015,Calories,Fat,Carbohydrates,Sugar,Protein,Menu_Item_ID
Au Bon Pain,Sandwiches,"Thai Peanut Chicken Wrap, Whole Wrap","Thai Peanut Chicken Wrap w/ All Natural Grilled Chicken, Mesclun, Tomatoes, Cucumbers, Carrots, Crispy Wontons & Thai Peanut Dressing, Wraps, Cold Sandwiches, Whole Wrap",,354,g,Whole Wrap,540,17,72,15,26,270
Au Bon Pain,Sandwiches,"Tuna Salad Sandwich, 1/2 Sandwich","Tuna Salad Sandwich on Multigrain w/ Tuna, Tomatoes & Mesclun, Cafe Sandwiches, Cold Sandwiches, 1/2 Sandwich",,148,g,1/2 Sandwich,250,7,32,4,16,90265
Au Bon Pain,Sandwiches,"Tuna Salad Sandwich, Whole Sandwich","Tuna Salad Sandwich on Multigrain w/ Tuna, Tomatoes & Mesclun, Cafe Sandwiches, Cold Sandwiches, Whole Sandwich",,271,g,Whole Sandwich,470,14,60,7,30,35315
Au Bon Pain,Sandwiches,"Turkey & Swiss Sandwich, 1/2 Sandwiches","Turkey & Swiss Sandwich, on a Multigrain Baguette w/ Turkey Breast, Honey Pecan Spread, Swiss Cheese & Tomatoes, Cafe Sandwiches, Cold Sandwiches, 1/2 Sandwich",,175,g,1/2 Sandwich,370,15,40,6,21,65082
Au Bon Pain,Sandwiches,"Turkey & Swiss Sandwich, Whole Sandwich","Turkey & Swiss Sandwich, on a Multigrain Baguette w/ Turkey Breast, Honey Pecan Spread, Swiss Cheese & Tomatoes, Cafe Sandwiches, Cold Sandwiches, Whole Sandwich",,339,g,Whole Sandwich,740,30,79,12,42,35316
Au Bon Pain,Sandwiches,"Turkey Club Sandwich, 1/2 Sandwich","Turkey Club Sandwich on Toasted Country White Bread w/ All Natural Turkey, Cheddar, Applewood Smoked Bacon, Tomatoes, Mesclun & Mayo, Signature Sandwiches, Cold Sandwiches, 1/2 Sandwich",,160,g,1/2 Sandwich,310,13,26,3,22,90260
Au Bon Pain,Sandwiches,"Turkey Club Sandwich, Whole Sandwich","Turkey Club Sandwich on Toasted Country White Bread w/ All Natural Turkey, Cheddar, Applewood Smoked Bacon, Tomatoes, Mesclun & Mayo, Signature Sandwiches, Cold Sandwiches, Whole Sandwich",,299,g,1 Sandwich,600,24,52,5,41,26259
Au Bon Pain,Sandwiches,Turkey Cubano Sandwich,"Turkey Cubano on Ciabatta w/ All Natural Turkey, Black Forest Ham, Swiss, Sweet Pickle Relish & Dijon, Oven Hot Sandwiches",,288,g,1 Sandwich,580,20,62,8,41,35323
Au Bon Pain,Sandwiches,"Turkey Sandwich, Kids","Turkey Sandwich, Kids Meal; Choice of Adding: Fresh Fruit, Chips or Carrots & Beverage",,153,g,,320,5,50,2,18,35331
Au Bon Pain,Sandwiches,Turkey Sausage & Egg White Flatbread,"Turkey Sausage & Egg White Flatbread on a Whole Grain Flatbread w/ Egg Whites, Turkey Sausage, Spinach & Cheddar, Egg Whites, Breakfast Sandwiches, Winter Menu",,233,g,,370,15,31,3,31,90256
Au Bon Pain,Sandwiches,Tuscan Grilled Cheese Sandwich,"Tuscan Grilled Cheese Sandwich on Country White w/ Three Cheddar Blend & Tomato Spread, Oven Hot Sandwiches",,217,g,1 Sandwich,620,32,52,2,32,35332
Au Bon Pain,Sandwiches,"Veggie & Hummus Wrap, 1/2 Wrap","Veggie & Hummus Wrap in a Whole Wheat Wrap w/ Hummus, Cucumber, Roasted Tomatoes, Carrots, Chickpeas, Romaine Lettuce, Mesclun, Basil Pesto, Feta Cheese & Balsamic Vinaigrette, Wraps, Cold Sandwiches, 1/2 Wrap",,215,g,1/2 Wrap,400,21,44,3,14,90271
Au Bon Pain,Sandwiches,"Veggie & Hummus Wrap, Whole Wrap","Veggie & Hummus Wrap in a Whole Wheat Wrap w/ Hummus, Cucumber, Roasted Tomatoes, Carrots, Chickpeas, Romaine Lettuce, Mesclun, Basil Pesto, Feta Cheese & Balsamic Vinaigrette, Wraps, Cold Sandwiches, Whole Wrap",,362,g,Whole Wrap,670,38,66,5,24,90270
Au Bon Pain,Sandwiches,Waldorf Turkey Wrap,"Waldorf Turkey Wrap in a Whole Wheat Wrap w/ All Natural Turkey, Apples, Cranberries, Walnuts, Mayo, Cheddar, Romaine & Maple Walnut Dressing, Wraps, Cold Sandwiches, Winter Menu, Whole Wrap",,327,g,1 Wrap,650,32,63,18,32,65077
Au Bon Pain,Sandwiches,"Waldorf Turkey Wrap, 1/2 Wrap","Waldorf Turkey Wrap in a Whole Wheat Wrap w/ All Natural Turkey, Apples, Cranberries, Walnuts, Mayo, Cheddar, Romaine & Maple Walnut Dressing, Wraps, Cold Sandwiches, Winter Menu, 1/2 Wrap",,187,g,1/2 Wrap,390,18,41,9,18,90269
Au Bon Pain,Sandwiches,Warm Ham & Cheese Croissant,"Warm Ham & Cheese Croissant, Croissants",,116,g,1 Croissant,410,22,35,6,18,3413
