Restaurant,Food Category,Item_Name,Item Description 2015,Servings Per Item 2015,Serving Size 2015,Serving Size Unit 2015,Servings Size Text 2015,Calories,Fat,Carbohydrates,Sugar,Protein,Menu_Item_ID
"	Carl's Jr.",Burgers,The 1/2 lb Guacamole Bacon Thickburger,"The 1/2 lb Guacamole Bacon Thickburger on a Fresh Baked Bun w/ 1/2 lb Charbroiled Black Angus Patty, Guacamole, 2 Strips of Bacon, 2 Slices of Melted Pepper Jack Cheese, Lettuce, 2 Slices of Tomato, Red Onions & Santa Fe Sauce, Charbroiled Burgers",,443,g,,1210,89,57,14,43,91847
"	Carl's Jr.",Burgers,The 1/2 lb Jalapeno Thickburger,"The 1/2 lb Jalapeno Thickburger on a Fresh Baked Bun w/ 1/2 lb Charbroiled Black Angus Beef Patty, Pepper Jack Cheese, Jalapeno Coins & Santa Fe Sauce, Charbroiled Burgers",,413,g,,1090,80,55,13,39,91849
"	Carl's Jr.",Burgers,The 1/2 lb Low Carb Thickburger,"The 1/2 lb Low Carb Thickburger in Fresh Iceberg Whole Leaf Lettuce w/ 1/2 lb Charbroiled Black Angus Patty, 2 Slices of American Cheese, 2 Slices of Tomato, Red Onions, Dill Pickles, Mustard, Mayonnaise & Ketchup, Charbroiled Burgers, Low Carb It, Better for You Options",,330,g,,670,56,9,5,33,91851
"	Carl's Jr.",Burgers,The 1/2 lb Original Six Dollar Thickburger,"The 1/2 lb Original Six Dollar Thickburger on a Fresh Baked Bun w/ Black Angus Beef Patty, 2 Slices of Melted American Cheese, Lettuce, 2 Slices of Tomato, Red Onions, Pickles, Mustard, Mayonnaise & Ketchup, Charbroiled Burgers",,418,g,,1050,72,62,20,40,91843
"	Carl's Jr.",Burgers,The 1/2 lb Western Bacon Thickburger,"The 1/2 lb Western Bacon Thickburger on a Fresh Baked Bun w/ 1/2 lb Charbroiled Black Angus Beef Patty, 2 Strips of Bacon, 2 Slices of Melted American Cheese, Crispy Onion Rings & Tangy BBQ Sauce, Charbroiled Burgers",,351,g,,1090,69,74,17,44,91845
"	Carl's Jr.",Burgers,The 1/3 lb Guacamole Bacon Thickburger,"The 1/3 lb Guacamole Bacon Thickburger on a Fresh Baked Bun w/ 1/3 lb Charbroiled Black Angus Patty, Guacamole, 2 Strips of Bacon, Melted Pepper Jack Cheese, Lettuce, Tomatoes, Red Onions & Santa Fe Sauce, Charbroiled Burgers",,373,g,,990,68,56,13,32,91848
"	Carl's Jr.",Burgers,The 1/3 lb Jalapeno Thickburger,"The 1/3 lb Jalapeno Thickburger on a Fresh Baked Bun w/ 1/3 lb Charbroiled Black Angus Beef Patty, Pepper Jack Cheese, Jalapeno Coins & Santa Fe Sauce, Charbroiled Burgers",,343,g,,880,58,54,12,28,91850
"	Carl's Jr.",Burgers,The 1/3 lb Low Carb Thickburger,"The 1/3 lb Low Carb Thickburger in Fresh Iceberg Whole Leaf Lettuce w/ 1/3 lb Charbroiled Black Angus Patty, American Cheese, 2 Slices of Tomato, Red Onions, Dill Pickles, Mustard, Mayonnaise & Ketchup, Charbroiled Burgers, Low Carb It, Better for You Options",,259,g,,450,34,9,5,22,91852
"	Carl's Jr.",Burgers,The 1/3 lb Original Six Dollar Thickburger,"The 1/3 lb Original Six Dollar Thickburger on a Fresh Baked Bun w/ Black Angus Beef Patty, Melted American Cheese, Lettuce, 2 Slices of Tomato, Red Onions, Pickles, Mustard, Mayonnaise & Ketchup, Charbroiled Burgers",,347,g,,830,51,62,19,29,91844
"	Carl's Jr.",Burgers,The 1/3 lb Western Bacon Thickburger,"The 1/3 lb Western Bacon Thickburger on a Fresh Baked Bun w/ 1/3 lb Charbroiled Black Angus Beef Patty, 2 Strips of Bacon, Melted American Cheese, Crispy Onion Rings & Tangy BBQ Sauce, Charbroiled Burgers",,279,g,,870,47,74,17,33,91846
"	Carl's Jr.",Burgers,The Big Carl Burger,"The Big Carl Burger w/ Beef Patty, American Cheese, Classic Sauce, Lettuce & Seeded Bun, Charbroiled Burgers",,321,g,,920,58,56,12,47,12341
"	Carl's Jr.",Burgers,The Double All Natural Burger,"The Double All Natural Burger w/ Beef Patty, Natural Cheddar & Vine Ripened Tomatoes, Charbroiled Burgers",,399,g,,1030,64,62,19,53,91839
"	Carl's Jr.",Burgers,"The Guacamole Thickburger, Gluten Sensitive","The Guacamole Thickburger w/ Black Angus Beef Patty, Bacon, Fresh Guacamole, Fixings & Whole Leaf Iceberg Lettuce Wrap, Gluten Sensitive, Better For You Options",,376,g,,780,66,9,5,41,12304
"	Carl's Jr.",Burgers,"The Low Carb Thickburger, Gluten Sensitive","The Low Carb Thickburger w/ Charbroiled Black Angus Beef Patty, Lettuce Wrap, 2 Slices of Melted American Cheese, Lettuce, 2 Slices of Tomato, Red Onions, Dill Pickles, Mustard, Mayonnaise & Ketchup, Gluten Sensitive, Better For You Options",,299,g,,560,42,9,5,38,41
"	Carl's Jr.",Burgers,The Single All Natural Burger,"The Single All Natural Burger w/ Beef Patty, Natural Cheddar & Vine Ripened Tomatoes, Charbroiled Burgers",,315,g,,760,44,61,19,31,91838
"	Carl's Jr.",Burgers,Turkey Burger,"Turkey Burger on a Honey Wheat Bun w/ Charbroiled Turkey Burger, Special Sauce, Mayonnaise, Red Onion, Tomato, Whole Leaf Lettuce & Dill Pickle Chips, Turkey Burgers, Better for You Options, Charbroiled Turkey Burgers",,268,g,,490,22,45,10,29,12295
"	Carl's Jr.",Burgers,Western Bacon Cheeseburger,"Western Bacon Cheeseburger w/ Charbroiled Beef Patty, 2 Strips of Bacon, Melted American Cheese, 2 Crispy Onion Rings, Tangy BBQ Sauce & Seeded Bun, Charbroiled Burgers",,245,g,,730,34,74,16,33,34
"	Carl's Jr.",Entrees,Biscuit 'n' Gravy,"Biscuit 'n' Gravy w/ Hot Sausage Gravy & Scratch Biscuit, Made From Scratch Biscuits, Breakfast",,227,g,,460,26,49,2,9,12358
"	Carl's Jr.",Entrees,"Biscuit 'n' Gravy, California","Biscuit 'n' Gravy, Breakfast, California",,228,g,,450,24,50,3,9,29554
"	Carl's Jr.",Entrees,"Chicken Stars, 4 Pieces","Chicken Stars, 4 Pieces, Chicken & More, Chicken & Other Choices; Choice of Adding: Dipping Sauce",,61,g,4 Pieces,170,10,12,0,8,1173
"	Carl's Jr.",Entrees,"Chicken Stars, 6 Pieces","Chicken Stars, 6 Pieces, Chicken & More, Chicken & Other Choices; Choice of Adding: Dipping Sauce",,91,g,6 Pieces,260,16,18,0,12,1174
"	Carl's Jr.",Entrees,"Chicken Stars, 9 Pieces","Chicken Stars, 9 Pieces, Chicken & More, Chicken & Other Choices; Choice of Adding: Dipping Sauce",,137,g,9 Pieces,390,23,26,0,18,1175
"	Carl's Jr.",Entrees,"Chicken Taquitos, 3 Piece","Chicken Taquitos, 3 Piece w/ Shredded Lettuce, Shredded Jack Cheese, Shredded Cheddar Cheese & Avocado, Cilantro Sauce, Specialties, Green Burrito",,159,g,3 Pieces,400,20,37,2,18,29545
"	Carl's Jr.",Entrees,"Chicken Taquitos, 5 Piece","Chicken Taquitos, 5 Piece w/ Shredded Lettuce, Shredded Jack Cheese & Shredded Cheddar Cheese, Avocado Cilantro Sauce, Specialties, Green Burrito",,242,g,5 Pieces,620,30,62,4,28,29546
"	Carl's Jr.",Entrees,"Hand Breaded Chicken Tenders, 10 Pieces","Hand Breaded Chicken Tenders, 10 Pieces, Chicken & More, Chicken & Other Choices; Choice of Adding: Honey Mustard Dipping Sauce, Buttermilk Ranch Dipping Sauce or Sweet & Bold BBQ Dipping Sauce",2,213,g,5 Pieces,440,21,21,0,41,12373
"	Carl's Jr.",Entrees,"Hand Breaded Chicken Tenders, 15 Pieces","Hand Breaded Chicken Tenders, 15 Pieces, Chicken & More, Chicken & Other Choices; Choice of Adding: Honey Mustard Dipping Sauce, Buttermilk Ranch Dipping Sauce or Sweet & Bold BBQ Dipping Sauce",3,213,g,5 Pieces,440,21,21,0,41,12374
"	Carl's Jr.",Entrees,"Hand Breaded Chicken Tenders, 2 Pieces, Kids","Hand Breaded Chicken Tenders, 2 Pieces, Kids, Chicken & More, Chicken & Other Choices; Choice of Adding: Honey Mustard Dipping Sauce, Buttermilk Ranch Dipping Sauce or Sweet & Bold BBQ Dipping Sauce",,85,g,2 Pieces,180,9,9,0,16,12381
"	Carl's Jr.",Entrees,"Hand Breaded Chicken Tenders, 20 Pieces","Hand Breaded Chicken Tenders, 20 Pieces, Chicken & More, Chicken & Other Choices; Choice of Adding: Honey Mustard Dipping Sauce, Buttermilk Ranch Dipping Sauce or Sweet & Bold BBQ Dipping Sauce",4,213,g,5 Pieces,440,21,21,0,41,12375
"	Carl's Jr.",Entrees,"Hand Breaded Chicken Tenders, 3 Pieces","Hand Breaded Chicken Tenders, 3 Pieces, Chicken & More, Chicken & Other Choices; Choice of Adding: Honey Mustard Dipping Sauce, Buttermilk Ranch Dipping Sauce or Sweet & Bold BBQ Dipping Sauce",,128,g,3 Pieces,260,13,13,0,25,12371
"	Carl's Jr.",Entrees,"Hand Breaded Chicken Tenders, 5 Pieces","Hand Breaded Chicken Tenders, 5 Pieces, Chicken & More, Chicken & Other Choices; Choice of Adding: Honey Mustard Dipping Sauce, Buttermilk Ranch Dipping Sauce or Sweet & Bold BBQ Dipping Sauce",,213,g,,440,21,21,0,41,12372
"	Carl's Jr.",Entrees,Hearty Breakfast Platter,"Hearty Breakfast Platter w/ Eggs, Bacon, Sausage Patty, Hash Brown Nuggets & Biscuit, Burritos & More, Breakfast",,247,g,,840,59,57,3,22,91853
"	Carl's Jr.",Entrees,"Hearty Breakfast Platter, California","Hearty Breakfast Platter w/ Eggs, Bacon, Sausage Patty, Hash Brown Nuggets & Biscuit, Burritos & More, Breakfast, California",,248,g,,840,57,58,3,22,91854
"	Carl's Jr.",Entrees,"Quesadilla, Cheese","Quesadilla, Cheese w/ Jack Cheese, Cheddar Cheese, Santa Fe Sauce & Flour Tortilla, Specialties, Green Burrito",,133,g,,520,34,37,0,16,12383
"	Carl's Jr.",Entrees,"Quesadilla, Chicken","Quesadilla, Chicken w/ Charbroiled Chicken, Jack Cheese, Cheddar Cheese, Santa Fe Sauce & Flour Tortilla, Specialties, Green Burrito",,218,g,,630,39,42,2,26,12384
"	Carl's Jr.",Entrees,"Quesadilla, Steak","Quesadilla, Steak w/ Charbroiled Steak, Jack Cheese, Cheddar Cheese, Santa Fe Sauce & Flour Tortilla, Green Burrito Menu, Specialties, Green Burrito",,218,g,,640,39,41,1,31,12385
"	Carl's Jr.",Fried Potatoes,Bacon Ranch Fries,"Bacon Ranch Fries w/ Natural Cut Golden Fries, Ranch Dressing & Crispy Bacon Bits, Sides",,238,g,,800,51,74,2,12,91855
"	Carl's Jr.",Fried Potatoes,Chili Cheese Fries,"Chili Cheese Fries w/ Natural Cut Fries, Chili & Shredded Melted Jack & Cheddar Cheeses, Sides",,317,g,,810,46,80,2,21,1560
"	Carl's Jr.",Fried Potatoes,Crisscut Fries,"Crisscut Fries, Sides",,139,g,,450,29,42,0,5,1559
"	Carl's Jr.",Fried Potatoes,"Hash Brown Nuggets, Large","Hash Brown Nuggets, Large, Breakfast Sides, Breakfast",,173,g,,560,37,52,0,5,29512
"	Carl's Jr.",Fried Potatoes,"Hash Brown Nuggets, Medium","Hash Brown Nuggets, Medium, Breakfast Sides, Breakfast",,119,g,,390,26,36,0,3,29511
"	Carl's Jr.",Fried Potatoes,"Hash Brown Nuggets, Small","Hash Brown Nuggets, Small, Breakfast Sides, Breakfast",,108,g,,350,23,32,0,3,1652
"	Carl's Jr.",Fried Potatoes,"Natural Cut French Fries, Kids","Natural Cut French Fries, Sides, Kids",,83,g,,240,12,31,0,3,1555
"	Carl's Jr.",Fried Potatoes,"Natural Cut French Fries, Large","Natural Cut French Fries, Large, Sides",,158,g,,460,22,59,0,5,1558
"	Carl's Jr.",Fried Potatoes,"Natural Cut French Fries, Medium","Natural Cut French Fries, Medium, Sides",,147,g,,430,21,55,0,5,1557
"	Carl's Jr.",Fried Potatoes,"Natural Cut French Fries, Small","Natural Cut French Fries, Small, Sides",,104,g,,300,15,39,0,3,1556
"	Carl's Jr.",Fried Potatoes,"Sweet Potato Fries, Large","Sweet Potato Fries, Large, Sides",,178,g,,540,26,71,29,5,29523
"	Carl's Jr.",Fried Potatoes,"Sweet Potato Fries, Medium","Sweet Potato Fries, Medium, Sides",,170,g,,510,25,68,27,5,29522
"	Carl's Jr.",Fried Potatoes,"Sweet Potato Fries, Small","Sweet Potato Fries, Small, Sides",,117,g,,360,17,47,19,3,29521
"	Carl's Jr.",Salads,Crispy Chicken Salad,"Crispy Chicken Salad w/ Hand Breaded Chicken Tenders, Cheddar Jack Cheese, Spring Mix, Iceberg Lettuce, Cucumber, Red Onion, Tomato & Croutons, Salads; Choice of Adding: Dressing",,425,g,,350,16,29,7,24,60522
"	Carl's Jr.",Salads,Original Grilled Chicken Salad,"Original Grilled Chicken Salad w/ Salad Mix, Grilled Chicken, Red Onions, Shredded Cheese, Wedge Tomatoes, Cucumber Slices & Croutons, Salads; Choice of: Dressings",,425,g,,280,12,26,8,18,60521
"	Carl's Jr.",Salads,Original Grilled Chicken Salad w/ Blue Cheese Dressing,"Original Grilled Chicken Salad w/ Blue Cheese Dressing, Salad Mix & Fresh Produce w/out Croutons, Low Carb It, Better for You Options",,425,g,,280,12,26,8,18,12276
"	Carl's Jr.",Salads,Original Grilled Chicken Salad w/ Low Fat Balsamic Vinaigrette,"Original Grilled Chicken Salad w/ Low Fat Balsamic Vinaigrette, Trim It Menu, Better For You Options",,425,g,,280,12,26,8,18,12277
"	Carl's Jr.",Salads,Side Salad,"Side Salad w/ Tomato Wedges, Cucumber Slices, Shredded Cheese, Spring Salad Mix & Croutons, also called Garden Side Salad, Salads, Veg It, Better for You Options; Choice of: Dressing",,149,g,,110,"	4.5",14,3,4,60524
"	Carl's Jr.",Salads,"Taco Salad, Chicken","Taco Salad, Chicken w/ Charbroiled Chicken, Pinto Beans, Jack Cheese, Cheddar Cheese, Lettuce, Fresh Salsa, Hot Sauce, Sour Cream & Crispy Flour Tortilla Bowl, Specialties, Green Burrito",,534,g,,800,43,70,9,33,12279
"	Carl's Jr.",Salads,"Taco Salad, Ground Beef","Taco Salad, Ground Beef w/ Seasoned Ground Beef, Pinto Beans, Jack Cheese, Cheddar Cheese, Lettuce, Fresh Salsa, Hot Sauce, Sour Cream & Crispy Flour Tortilla Bowl, Specialties, Green Burrito",,548,g,,850,47,70,8,38,1696
"	Carl's Jr.",Salads,"Taco Salad, Steak","Taco Salad, Steak w/ Charbroiled Steak, Pinto Beans, Jack Cheese, Cheddar Cheese, Lettuce, Fresh Salsa, Hot Sauce, Sour Cream & Crispy Flour Tortilla Bowl, Specialties, Green Burrito",,534,g,,810,43,69,8,38,12281
"	Carl's Jr.",Sandwiches,Bacon & Egg Burrito,"Bacon & Egg Burrito w/ Flour Tortilla, 2 Strips of Bacon, Scrambled Eggs, Shredded Jack Cheese & Shredded Cheddar Cheese, Burritos & More, Breakfast",,203,g,,570,34,38,1,26,1062
"	Carl's Jr.",Sandwiches,"Bacon, Egg & Cheese Biscuit","Bacon, Egg & Cheese Biscuit w/ Folded Egg, Slices of Crispy Bacon, American Cheese & Scratch Biscuit, Made From Scratch Biscuits, Breakfast",,152,g,,480,30,38,3,15,12285
"	Carl's Jr.",Sandwiches,"Bacon, Egg & Cheese Biscuit, California","Bacon, Egg & Cheese Biscuit, Breakfast, California",,153,g,,470,28,38,3,15,29551
"	Carl's Jr.",Sandwiches,Bean & Cheese Burrito,"Bean & Cheese Burrito, Burritos, Green Burrito",,195,g,,440,15,56,1,19,12354
"	Carl's Jr.",Sandwiches,"Beef, Bean & Cheese Burrito","Beef, Bean & Cheese Burrito w/ Seasoned Ground Beef, Pinto Beans, Jack Cheese, Cheddar Cheese & Flour Tortilla, Burritos, Green Burrito",,210,g,,470,18,52,1,24,12356
"	Carl's Jr.",Sandwiches,Big Country Breakfast Burrito,"Big Country Breakfast Burrito w/ Flour Tortilla, Sausage, Ham, Bacon Bits, Scrambled Eggs, Shredded Jack Cheese, Shredded Cheddar Cheese, Sausage Gravy & Hash Brown Nuggets, Burritos & More, Breakfast",,300,g,,740,45,55,1,26,12286
"	Carl's Jr.",Sandwiches,"Big Country Breakfast Burrito, California","Big Country Breakfast Burrito w/ Warm Sausage Gravy, Scrambled Eggs, Sausage, Canadian Bacon, Bacon Bits, Hash Brown Nuggets, Shredded Jack Cheese, Cheddar Cheese & Flour Tortilla, California, Burritos & More, Breakfast",,294,g,,720,49,55,2,25,29559
"	Carl's Jr.",Sandwiches,"Burrito California, Chicken","Burrito California, Chicken w/ Charbroiled Chicken, Guacamole, Fresh Salsa, Shredded Cheese & Flour Tortilla, Burritos, Green Burrito",,240,g,,470,21,45,4,24,29536
"	Carl's Jr.",Sandwiches,"Burrito California, Steak","Burrito California, Steak w/ Charbroiled Steak, Guacamole, Fresh Salsa, Shredded Cheese & Flour Tortilla, Burritos, Green Burrito",,240,g,,480,21,44,3,28,29537
"	Carl's Jr.",Sandwiches,"Burrito Especial, Chicken","Burrito Especial, Chicken w/ Charbroiled Chicken, Guacamole, Fresh Salsa, Shredded Cheese, Pinto Beans & Flour Tortilla, Burritos, Green Burrito",,308,g,,550,22,59,4,28,29540
"	Carl's Jr.",Sandwiches,"Burrito Especial, Steak","Burrito Especial, Steak w/ Charbroiled Steak, Guacamole, Fresh Salsa, Shredded Cheese, Pinto Beans & Flour Tortilla, Burritos, Green Burrito",,308,g,,560,22,58,4,33,29541
"	Carl's Jr.",Sandwiches,"Burrito Mexicano, Chicken","Burrito Mexicano, Chicken w/ Charbroiled Chicken, Fresh Salsa, Shredded Cheese, Pinto Beans & Flour Tortilla, Burritos, Green Burrito",,288,g,,520,20,57,3,28,29538
"	Carl's Jr.",Sandwiches,"Burrito Mexicano, Steak","Burrito Mexicano, Steak w/ Charbroiled Steak, Fresh Salsa, Shredded Cheese, Pinto Beans & Flour Tortilla, Burritos, Green Burrito",,288,g,,540,19,56,3,32,29539
"	Carl's Jr.",Sandwiches,Charbroiled Atlantic Cod Fish Sandwich,"Charbroiled Atlantic Cod Fish Sandwich, Chicken & Other Choices",,234,g,,390,11,52,9,20,60527
"	Carl's Jr.",Sandwiches,Charbroiled BBQ Chicken Sandwich,"Charbroiled BBQ Chicken Sandwich on a Honey Wheat Bun w/ Charbroiled Chicken Breast, Lettuce, Tomato & Tangy BBQ Sauce, Chicken & More, Chicken & Other Choices",,239,g,,390,7,50,13,30,289
"	Carl's Jr.",Sandwiches,"Charbroiled BBQ Chicken Sandwich, Trim It","Charbroiled BBQ Chicken Sandwich, Trim It, Better for You Options; Also Available In Lettuce Wrap As The Low Carb Charbroiled BBQ Chicken Sandwich",,269,g,,390,8,51,13,30,12348
"	Carl's Jr.",Sandwiches,Charbroiled Chicken Club Sandwich,"Charbroiled Chicken Club Sandwich on a Honey Wheat Bun w/ Charbroiled Chicken Breast, Two Strips of Bacon, Melted Swiss Cheese, Tomato, Lettuce & Mayonnaise, Chicken & More, Chicken & Other Choices",,264,g,,580,28,46,11,36,287
"	Carl's Jr.",Sandwiches,Charbroiled Santa Fe Chicken Sandwich,"Charbroiled Santa Fe Chicken Sandwich on a Honey Wheat Bun w/ Charbroiled Chicken Breast, Melted American Cheese, Mild Green Chile, Lettuce & Santa Fe Sauce, Chicken & More, Chicken & Other Choices",,256,g,,560,27,46,10,33,288
"	Carl's Jr.",Sandwiches,"Chorizo, Egg & Cheese Burrito","Chorizo, Egg & Cheese Burrito, Burritos & More, Breakfast, California",,319,g,,770,47,54,2,37,91857
"	Carl's Jr.",Sandwiches,"Crisp Burritos, 2 Pieces","2 Crisp Burritos w/ Flour Tortillas, Seasoned Ground Beef & Cheddar Cheese, Specialties, Green Burrito",,129,g,,350,13,43,2,14,91861
"	Carl's Jr.",Sandwiches,"Crisp Burritos, 4 Pieces","4 Crisp Burritos w/ Flour Tortillas, Seasoned Ground Beef & Cheddar Cheese, Specialties, Green Burrito",,257,g,,700,26,87,4,29,91862
"	Carl's Jr.",Sandwiches,Crispy Taco,"Crispy Taco w/ Crisp Corn Tortilla, Seasoned Ground Beef, Shredded Lettuce, Beans, Hot Sauce & American Cheese, Tacos, Green Burrito",,72,g,,220,13,21,1,5,29544
"	Carl's Jr.",Sandwiches,Double Loaded Omelet Biscuit,"Double Loaded Omelet Biscuit w/ 2 Loaded Omelets, Crumbled Sausage, Bacon, Ham & Cheddar Cheese, Hardee's Made From Scratch Biscuits, Breakfast",,269,g,,820,58,40,4,33,91856
"	Carl's Jr.",Sandwiches,"Hard Taco, Ground Beef","Hard Taco, Ground Beef w/ Crisp Corn Tortilla, Seasoned Ground Beef, Shredded Lettuce, Hot Sauce, Jack Cheese & Cheddar Cheese, Tacos, Green Burrito",,95,g,,210,12,16,1,12,12377
"	Carl's Jr.",Sandwiches,Loaded Breakfast Burrito,"Loaded Breakfast Burrito w/ Flour Tortilla, Sausage, Ham, Bacon Bits, Scrambled Eggs, Shredded Cheddar Cheese, Shredded Jack Cheese, Hash Brown Nuggets & Fresh Salsa, Burritos & More, Breakfast",,306,g,,790,50,53,2,32,1061
"	Carl's Jr.",Sandwiches,Loaded Omelet Biscuit,"Loaded Omelet Biscuit w/ Crumbled Sausage, Bacon, Ham, Cheddar Cheese & Biscuit, Made From Scratch Biscuits, Breakfast",,183,g,,580,38,38,3,20,27605
"	Carl's Jr.",Sandwiches,"Loaded Omelet Biscuit, California","Loaded Omelet Biscuit, Breakfast, California",,185,g,,570,37,39,3,21,29549
"	Carl's Jr.",Sandwiches,Low Carb Charbroiled Chicken Club,"Low Carb Charbroiled Chicken Club w/ Charbroiled Chicken, Bacon, Cheese, Fixings & Whole Leaf Lettuce Wrap, Low Carb It, Better for You Options",,223,g,,370,24,8,4,30,12317
"	Carl's Jr.",Sandwiches,Monster Biscuit,"Monster Biscuit w/ Bacon, Sausage Patty, 2 Folded Eggs, American Cheese & Biscuit, Made From Scratch Biscuits, Breakfast",,253,g,,810,60,40,4,29,12270
"	Carl's Jr.",Sandwiches,"Monster Biscuit, California","Monster Biscuit, Breakfast, California",,255,g,,800,58,41,4,30,29553
"	Carl's Jr.",Sandwiches,"Sausage, Egg & Cheese Biscuit","Sausage, Egg & Cheese Biscuit w/ Folded Egg, Sausage Patty, American Cheese & Scratch Biscuit, Made From Scratch Biscuits, Breakfast",,185,g,,620,44,38,3,19,12323
"	Carl's Jr.",Sandwiches,"Sausage, Egg & Cheese Biscuit, California","Sausage, Egg & Cheese Biscuit, Breakfast, California",,186,g,,620,42,39,3,20,29550
"	Carl's Jr.",Sandwiches,Sourdough Breakfast Sandwich w/ Ham,"Sourdough Breakfast Sandwich w/ Ham, 2 Slices of Sourdough Bread, Egg, Swiss Cheese & American Cheese, Burritos & More, Breakfast",,193,g,,450,23,40,4,27,60529
"	Carl's Jr.",Sandwiches,Southwest Chicken Soft Taco,"Southwest Chicken Soft Taco w/ Flour Tortilla, Charbroiled Chicken, Lettuce, Shredded Jack Cheese, Shredded Cheddar Cheese & Santa Fe Sauce, Tacos, Green Burrito",,116,g,,310,21,19,1,11,12386
"	Carl's Jr.",Sandwiches,Spicy Chicken Sandwich,"Spicy Chicken Sandwich on a Plain Bun w/ Spicy Chicken Fillet, Lettuce & Mayonnaise, Chicken & More, Chicken & Other Choices",,177,g,,460,24,47,5,14,291
"	Carl's Jr.",Sandwiches,Steak & Egg Burrito,"Steak & Egg Burrito w/ Flour Tortilla, Charbroiled Steak, Scrambled Eggs, Pepperjack Cheese, Shredded Cheddar Cheese, Shredded Jack Cheese & Fresh Salsa, Burritos & More, Breakfast",,298,g,,650,36,44,3,35,1060
"	Carl's Jr.",Sandwiches,"Street Taco, Chicken","Street Taco, Chicken w/ Corn Tortilla, Charbroiled Chicken, Cilantro, Onion & Avocado Sauce, Tacos, Green Burrito",,86,g,,150,7,15,1,7,29542
"	Carl's Jr.",Sandwiches,"Street Taco, Steak","Street Taco, Steak w/ Corn Tortilla, Charbroiled Steak, Cilantro, Onion & Avocado Sauce, Tacos, Green Burrito",,86,g,,160,7,14,1,9,29543
"	Carl's Jr.",Sandwiches,Teriyaki Chicken Sandwich,"Teriyaki Chicken Sandwich on a Honey Wheat Bun w/ Charbroiled Chicken Breast, Pineapple Slice, Swiss Cheese, Lettuce, Tomato, Red Onion, Teriyaki Sauce & Mayonnaise, Chicken & More",,329,g,,530,17,60,21,33,91860
"	Carl's Jr.",Sandwiches,The Bacon Swiss Crispy Chicken Fillet,"The Bacon Swiss Crispy Chicken Fillet on a Fresh Baked Bun w/ a Southern Spicy Crispy Chicken Fillet, Bacon, Swiss Cheese, Lettuce, Tomato & Ranch Dressing, Chicken & More, also called Bacon Swiss Crispy Chicken Sandwich, Chicken & More, Chicken & Other Choices",,335,g,,860,48,67,12,41,91859
"	Carl's Jr.",Sandwiches,The Big Chicken Fillet Sandwich,"The Big Chicken Fillet Sandwich on a Fresh Baked Bun w/ a Southern Spiced Crispy Chicken Fillet, Lettuce, Tomatoes & Mayonnaise, Chicken & More, Chicken & Other Choices",,306,g,,760,41,65,11,35,91858
"	Chick-Fil-A",Entrees,"1 Chick N Strips, Kids","1 Chick N Strips, Kids Meal; Choice of Adding: Sides & Beverages",,"	-"," ","1 Count",120,6,5,1,11,29579
"	Chick-Fil-A",Entrees,"12 Grilled Nuggets","12 Grilled Nuggets, Classics, Low Carb Lunch & Dinner, Healthy Menu; Choice of Adding: Dipping Sauces",,"	-"," ","12 Count",200,"	4.5",6,1,34,92129
"	Chick-Fil-A",Entrees,"12 Nuggets","12 Nuggets, Classics; Choice of Adding: Dipping Sauces",,"	-"," ","12 Count",400,19,15,2,41,1180
"	Chick-Fil-A",Entrees,"2 Chick N Strips, Kids","2 Chick N Strips, Kids Meal; Choice of Adding: Sides & Beverages",,"	-"," ","2 Count",240,12,11,1,22,29578
"	Chick-Fil-A",Entrees,"3 Chick n Strips","3 Chick n Strips, Classics",,"	-"," ","3 Count",360,18,16,2,33,12678
"	Chick-Fil-A",Entrees,"4 Chick n Strips","4 Chick n Strips, Classics",,"	-"," ","4 Count",470,24,21,2,43,1181
"	Chick-Fil-A",Entrees,"4 Grilled Nuggets, Kids","4 Grilled Nuggets, Kids Meal; Choice of Adding: Sides & Beverages",,"	-"," ","4 Count",70,"	1.5",2,0,11,29582
"	Chick-Fil-A",Entrees,"4 Nuggets, Kids","4 Nuggets, Kids Meal; Choice of Adding: Sides & Beverages",,"	-"," ","4 Count",130,6,5,1,14,29581
"	Chick-Fil-A",Entrees,"6 Grilled Nuggets, Kids","6 Grilled Nuggets, Kids Meal; Choice of Adding: Sides & Beverages",,"	-"," ","6 Count",100,"	2.5",3,1,17,29583
"	Chick-Fil-A",Entrees,"6 Nuggets, Kids","6 Nuggets, Kids Meal; Choice of Adding: Sides & Beverages",,"	-"," ","6 Count",200,10,7,1,21,29580
"	Chick-Fil-A",Entrees,"8 Grilled Nuggets","8 Grilled Nuggets, Classics, Low Calorie Lunch & Dinner, Low Carb Lunch & Dinner, Low Fat Lunch & Dinner Healthy Menu; Choice of Adding: Dipping Sauces",,"	-"," ","8 Count",140,3,4,1,23,92128
"	Chick-Fil-A",Entrees,"8 Nuggets","8 Nuggets, Classics; Choice of Adding: Dipping Sauces",,"	-"," ","8 Count",270,13,10,1,28,12684
"	Chick-Fil-A",Entrees,"Bacon Platter","Bacon Platter w/ Scrambled Eggs, 4 Stripes of Smoked Applewood Bacon, Sausage, White Pepper Gravy on a Buttermilk Biscuit, Breakfast; Choice of Adding: Spicy Chicken Breast, Boneless Chicken Breast, Sliced Pork Sausage",,"	-"," ",,600,33,52,6,23,29571
